-0.49999999,-0.39999999,-0.29999999,-0.19999998999999996,-0.09999998999999998,1e-08,0.10000001000000008,0.20000001000000006,0.30000001000000004,0.40000001,0.50000001,0.6000000100000001,0.7000000100000002,0.8000000100000001,0.9000000100000002,1.00000001
-0.202,-0.341,-0.106,-0.403,-0.18,-0.074,0.447,0.021,0.132,0.184,0.247,0.802,0.319,0.508,0.567,0.482
-0.455,-0.403,-0.374,-0.154,-0.233,-0.141,0.003,-0.009,-0.039,0.168,0.941,0.364,0.409,0.596,3.783,0.805
-0.286,-0.437,-0.441,-0.232,-0.11,-0.154,0.007,0.142,0.285,0.483,0.294,0.536,2.009,1.277,0.36,0.607
-0.437,-0.439,-0.257,-0.266,-0.155,-0.049,-0.029,-0.026,0.151,0.102,0.439,0.952,0.342,0.266,0.562,0.4
-0.397,-0.403,-0.346,-0.12,-0.056,0.11,-0.08,-0.061,0.107,0.167,0.473,0.225,0.266,0.737,0.7,0.716
-0.401,-0.233,-0.349,-0.25,-0.07,-0.032,-0.077,-0.049,0.123,0.209,0.38,0.13,0.227,0.461,0.454,1.647
-0.433,-0.329,-0.382,-0.221,-0.073,-0.114,-0.084,0.042,0.088,0.107,0.073,0.589,1.136,0.21,0.469,1.045
-0.336,-0.339,-0.381,-0.318,-0.128,-0.049,-0.101,0.177,0.048,0.25,0.651,0.211,1.406,0.49,0.447,0.767
-0.385,-0.468,-0.248,-0.126,-0.189,-0.021,-0.014,-0.07,0.058,0.25,0.229,0.246,1.231,0.603,0.513,1.472
-0.407,-0.442,-0.31,-0.241,-0.149,-0.18,0.031,0.377,-0.04,0.335,0.171,0.133,1.017,0.585,0.436,0.397
-0.455,-0.415,-0.267,-0.166,-0.172,0.424,0.531,0.02,0.597,0.146,0.162,0.167,1.139,0.332,0.693,0.353
-0.406,-0.451,-0.25,-0.047,-0.055,-0.166,0.46,-0.079,0.12,0.148,0.498,0.19,0.365,0.927,0.998,1.273
-0.406,-0.391,-0.154,-0.119,-0.154,-0.04,-0.021,0.122,0.083,0.127,0.195,0.208,0.253,0.382,1.128,0.358
-0.472,-0.439,-0.331,-0.104,-0.161,0.005,0.038,0.014,0.174,0.089,0.153,0.22,0.369,0.303,1.438,0.683
-0.315,-0.405,-0.255,-0.109,-0.154,-0.078,-0.029,-0.06,0.139,0.123,0.171,0.603,0.108,0.248,1.241,0.745
-0.344,-0.422,-0.237,-0.203,-0.203,-0.029,0.504,0.04,0.604,0.013,0.393,0.065,0.589,1.073,1.366,0.619
-0.462,-0.474,-0.351,-0.244,-0.127,-0.001,0.032,-0.032,0.078,0.188,0.136,0.253,0.13,0.849,0.45,0.539
-0.468,-0.449,-0.321,-0.212,-0.152,-0.061,-0.01,0.081,0.381,0.185,0.914,0.356,0.342,0.642,0.314,0.751
-0.461,-0.291,-0.415,-0.294,-0.091,-0.086,0.039,0.137,0.031,0.301,1.667,0.428,1.859,0.376,3.121,0.456
-0.471,-0.297,-0.256,-0.15,-0.083,-0.109,-0.051,0.087,0.107,0.18,1.508,0.175,0.19,1.385,1.28,0.456
-0.404,-0.304,-0.446,-0.31,-0.187,0.03,-0.046,0.176,0.069,0.793,1.067,0.432,0.92,0.247,1.192,5.229
-0.356,-0.302,-0.28,-0.286,-0.074,-0.074,0.056,-0.002,0.076,0.588,0.245,0.763,0.479,0.556,0.887,0.199
-0.272,-0.32,-0.213,-0.428,-0.235,-0.134,0.027,0.185,0.183,0.134,0.108,0.572,0.198,0.634,0.751,0.575
-0.433,-0.242,-0.24,-0.132,-0.154,-0.068,0.01,0.204,0.077,0.172,2.206,0.812,1.168,0.311,0.332,0.797
-0.438,-0.35,-0.386,-0.144,-0.064,0.173,-0.053,-0.037,0.241,0.515,0.312,0.361,0.701,0.383,1.335,1.156
-0.435,-0.366,-0.313,-0.265,-0.029,-0.06,0.691,0.326,0.101,0.247,0.109,0.39,0.171,1.469,1.727,0.754
-0.421,-0.352,-0.447,-0.192,-0.163,-0.032,-0.034,-0.006,0.042,0.567,0.237,0.261,0.017,0.694,0.642,0.554
-0.455,-0.38,-0.33,-0.269,-0.18,-0.12,0.024,-0.007,0.032,0.421,0.785,0.187,1.324,0.238,1.389,1.847
-0.468,-0.409,-0.274,-0.249,-0.22,-0.004,0.066,0.085,0.134,0.715,0.044,0.215,0.268,0.277,0.442,0.441
-0.273,-0.225,-0.254,-0.154,-0.195,-0.101,-0.075,-0.033,0.137,0.037,0.18,0.355,1.023,1.277,0.26,0.962
-0.444,-0.439,-0.392,-0.203,-0.122,-0.052,0.089,0.144,0.072,0.146,0.178,0.727,0.5,1.187,0.385,1.348
-0.464,-0.343,-0.45,-0.121,-0.168,-0.062,-0.088,0.477,0.107,0.445,0.464,0.239,1.086,0.554,0.353,2.343
-0.405,-0.324,-0.233,-0.265,-0.273,-0.116,-0.114,0.303,0.072,0.244,0.708,0.145,0.167,0.352,0.307,1.397
-0.454,-0.446,-0.229,-0.305,-0.2,-0.065,-0.091,0.05,0.033,0.244,0.149,0.332,0.367,0.45,0.674,0.703
-0.35,-0.464,0.278,-0.112,-0.208,-0.036,-0.012,0.116,0.145,0.561,0.232,0.388,0.663,0.372,0.435,0.32
-0.389,-0.418,-0.439,-0.163,-0.209,-0.007,0.285,0.099,0.049,0.739,0.041,0.995,0.899,0.451,0.413,0.868
-0.327,-0.442,-0.453,-0.324,0.035,-0.049,-0.146,0.21,0.077,0.074,0.255,0.201,0.666,0.507,0.909,1.126
